entrezgene,hgnc_symbol
NA,RPS27P14
NA,TNRC18P2
NA,CDC42-IT1
253018,HCG27
NA,
340784,HMX3
55841,WWC3
3619,INCENP
NA,
NA,ST13P19
1833,EPYC
199,AIF1
NA,EIF3FP1
54899,PXK
NA,
441381,LRRC24
NA,SLC2AXP1
100133311,HOXA-AS3
NA,
NA,RCC2P5
NA,
NA,WASIR1
NA,EEF1A1P7
NA,
9881,TRANK1
414325,DEFB103A
79191,IRX3
83986,FAM234A
79365,BHLHE41
11100,HNRNPUL1
NA,
116842,LEAP2
NA,
414765,HCG25
150350,ENTHD1
5063,PAK3
NA,
441369,
NA,KRT18P26
NA,
NA,
253018,HCG27
387264,KRTAP5-1
337985,KRTAP20-3
NA,
NA,MED28P8
NA,
5865,RAB3B
NA,
NA,
NA,
NA,
NA,
NA,FUT8-AS1
NA,OR9G3P
NA,
NA,
NA,
NA,HCG4P8
NA,
100126791,EGOT
NA,
NA,
NA,
NA,TRAV33
NA,
3891,KRT85
NA,
105377213,
23484,LEPROTL1
NA,
NA,
NA,TRBV7-1
NA,
1982,EIF4G2
NA,TOMM22P1
NA,NECAP1P2
NA,
NA,
54055,CYP4F29P
245913,DEFB110
NA,OR5W1P
NA,TBC1D3P1
284047,CCDC144B
92305,TMEM129
NA,
NA,
NA,VN1R7P
642776,DANT2
54538,ROBO4
8563,THOC5
NA,
5174,PDZK1
NA,
NA,AK4P5
NA,
7709,ZBTB17
NA,
NA,HPRT1P1
149773,APCDD1L-AS1
NA,TRBV7-2
NA,MTND2P8
NA,SNX18P13
101927869,
170506,DHX36
NA,
NA,
NA,
1192,CLIC1
NA,
NA,
50940,PDE11A
NA,TRAJ59
NA,CTBP2P8
NA,CEP164P1
NA,TRAJ4
NA,
NA,TRBV7-3
NA,ADAM5
NA,TRAJ38
8745,ADAM23
NA,LINC00629
4942,OAT
NA,TRAJ12
4439,MSH5
93621,MRFAP1
NA,CA15P1
101559451,
116068,LYSMD3
NA,
245934,DEFB121
100996694,
84334,APOPT1
NA,WASH6P
51466,EVL
NA,DUXAP4
NA,NSRP1P1
NA,AK4P1
338651,KRTAP5-AS1
3841,KPNA5
55340,GIMAP5
NA,
NA,
3115,HLA-DPB1
NA,
102723968,
201161,CENPV
NA,
5792,PTPRF
NA,
10059,DNM1L
NA,
NA,
100616196,MIR4525
NA,
NA,
NA,
100423013,MIR4310
NA,
NA,RNY1P8
NA,
693124,MIR532
NA,RN7SL445P
3274,HRH2
NA,
NA,CDV3P1
131890,GRK7
100874123,ZNRF3-AS1
406990,MIR208A
NA,
285962,WEE2-AS1
NA,RNU7-66P
NA,
NA,
NA,
NA,
27037,TRMT2A
NA,
NA,NDUFA3P2
10648,SCGB1D1
3764,KCNJ8
NA,RNY4P34
NA,RNU1-117P
53840,TRIM34
NA,PHBP3
NA,
724032,MIR662
NA,
NA,
NA,RNU5F-7P
NA,
NA,
NA,
120114,FAT3
NA,
NA,
NA,RNU7-63P
84133,ZNRF3
NA,RNU6-533P
NA,
NA,RN7SL752P
NA,
NA,RN7SL456P
NA,
NA,
NA,RN7SL843P
NA,RNU6-607P
NA,
NA,RNU6-162P
133522,PPARGC1B
NA,RN7SL478P
2204,FCAR
NA,RN7SL177P
283742,FAM98B
NA,
NA,SNX18P25
NA,RNA5SP105
NA,
51266,CLEC1B
116512,MRGPRD
147323,STARD6
6640,SNTA1
55531,ELMOD1
55531,ELMOD1
643923,ELMOD1
643923,ELMOD1
NA,
NA,
NA,
7094,TLN1
7094,TLN1
102465513,TLN1
102465513,TLN1
10042,HMGXB4
54959,ODAM
135886,WBSCR28
1192,CLIC1
79971,WLS
NA,
NA,
5617,PRL
NA,C1QTNF3-AMACR
NA,KRT18P1
54535,CCHCR1
NA,IGKV1OR10-1
NA,
NA,HIST1H4PS1
NA,
7596,ZNF45
101928596,
102724094,
158293,FAM120AOS
NA,MKRN5P
NA,
NA,
1460,CSNK2B
NA,
NA,
NA,DDX3P2
6257,RXRB
NA,ANKRD20A10P
NA,OR4A44P
NA,
2525,FUT3
9816,URB2
NA,
26520,TIMM9
NA,
100129480,MKRN2OS
2517,FUCA1
89870,TRIM15
102606463,LINC01152
25764,HYPK
4013,VWA5A
126792,B3GALT6
124930,ANKRD13B
NA,LINC00969
8904,CPNE1
NA,IGHV3-15
105372273,
51108,METTL9
105371426,
NA,
NA,
222962,SLC29A4
NA,RNGTTP1
NA,MSH5-SAPCD1
NA,IGKV3D-20
NA,
1105,CHD1
154664,ABCA13
NA,
NA,MTCO1P24
285527,FRYL
NA,HIST3H2BA
NA,
NA,
368,ABCC6
368,ABCC6
105369239,ABCC6
105369239,ABCC6
142913,CFL1P1
246312,C21orf91-OT1
582,BBS1
54629,FAM63B
285796,PACRG-AS1
NA,
NA,
142910,LIPJ
24149,ZNF318
54885,TBC1D8B
NA,
NA,
NA,
1969,EPHA2
9501,RPH3AL
NA,
84460,ZMAT1
NA,
NA,
NA,
NA,RPL34P6
NA,CRIP1P2
148930,KNCN
55591,VEZT
619434,LINC00051
57669,EPB41L5
2672,GFI1
NA,GLYATL1P1
285266,ENTPD3-AS1
NA,MTND6P13
8854,ALDH1A2
NA,TPT1P10
200081,TXLNA
164091,PAQR7
253782,CERS6
NA,
64789,EXO5
114771,PGLYRP3
142,PARP1
NA,CRYGGP
NA,
644873,LINC01184
NA,
3804,KIR2DL3
7490,WT1
4352,MPL
NA,
5875,RABGGTA
10973,ASCC3
NA,
NA,
NA,
NA,CCAT1
NA,ANO1-AS1
23234,DNAJC9
NA,
10393,ANAPC10
NA,
NA,
100873983,MAGI1-AS1
730159,
23479,ISCU
NA,RPL17P17
NA,SAP18P3
NA,
NA,
662,BNIP1
NA,
NA,PLEKHM1P1
23432,GPR161
101929741,
NA,
NA,
NA,SFTPA3P
NA,
284417,TMEM150B
NA,RPS24P16
57572,DOCK6
NA,
NA,
NA,
10333,TLR6
NA,DEFB109P1
NA,HMGB3P31
NA,TUBA3GP
NA,
NA,
NA,
NA,IGHVIII-44
1662,DDX10
NA,RPL31P7
100419743,DBET
23,ABCF1
NA,ATP6V0E1P1
57498,KIDINS220
1457,CSNK2A1
NA,
NA,
80167,ABHD18
NA,
81470,OR2G2
NA,
112817,HOGA1
284525,SLC9C2
3113,HLA-DPA1
375061,FAM89A
375061,FAM89A
100302132,FAM89A
100302132,FAM89A
26278,SACS
NA,
NA,
10471,PFDN6
10471,PFDN6
102465501,PFDN6
102465501,PFDN6
NA,DPY19L1P1
3560,IL2RB
NA,
1153,CIRBP
55323,LARP6
58513,EPS15L1
91316,GUSBP11
26007,TKFC
6005,RHAG
100127950,HECW1-IT1
NA,
NA,
11143,KAT7
NA,RPL12P1
NA,
NA,
4360,MRC1
78987,CRELD1
6257,RXRB
100133093,FAM25G
374955,SPATA21
NA,
1787,TRDMT1
NA,
3646,EIF3E
119467,CLRN3
NA,GCSAML-AS1
728395,TSPY4
NA,
283238,SLC22A24
NA,ARGFXP2
NA,
9379,NRXN2
2853,GPR31
140597,TCEAL2
NA,FAM74A3
8382,NME5
4277,MICB
3241,HPCAL1
79144,PPDPF
NA,
25794,FSCN2
56655,POLE4
NA,
NA,MCCD1P1
130540,ALS2CR12
171017,ZNF384
154796,AMOT
154796,AMOT
100423009,AMOT
100423009,AMOT
NA,
8036,SHOC2
128710,SLX4IP
64699,TMPRSS3
NA,
80856,KIAA1715
NA,
NA,
53632,PRKAG3
5932,RBBP8
5932,RBBP8
100616139,RBBP8
100616139,RBBP8
348013,TMEM255B
4867,NPHP1
4602,MYB
NA,
152225,
8288,EPX
NA,DUXAP1
104326054,LINC00399
100505591,LRRC3C
1385,CREB1
91869,RFT1
NA,
NA,
NA,
4035,LRP1
91057,CCDC34
NA,
7096,TLR1
8500,PPFIA1
NA,HNRNPA1P11
NA,
NA,KRT17P2
26035,GLCE
64577,ALDH8A1
NA,MCCD1P2
23779,ARHGAP8
139599,MAGEE2
727830,SPATA31A3
1442,CSH1
1442,CSH1
1444,CSH1
1444,CSH1
NA,TRBV25OR9-2
101929696,
9278,ZBTB22
51227,PIGP
101927580,
100287513,USP17L22
25797,QPCT
NA,HMGN2P27
NA,
NA,
NA,WARSP1
NA,CDC27P1
NA,UQCRFS1P1
NA,
NA,SNX18P24
NA,
NA,CDH12P4
NA,
NA,GUSBP9
337969,KRTAP19-2
NA,
NA,
57707,TLDC1
100130958,SYCE1L
NA,SLC25A47P1
NA,IGHV1OR16-1
NA,DNAJC19P1
101927560,
101927560,
101927587,
101927587,
574537,UGT2A2
NA,LILRP1
NA,
NA,OR5AW1P
NA,
7327,UBE2G2
6519,SLC3A1
NA,OR5BH1P
NA,
NA,BNIP3P41
NA,PPM1AP1
NA,BMS1P7
NA,PYHIN5P
NA,OR11N1P
NA,
157567,ANKRD46
NA,RPSAP1
NA,
NA,LINC01525
NA,
NA,
NA,DEFA11P
NA,
NA,
56245,C21orf62
NA,
220070,SHANK2-AS3
NA,
23208,SYT11
283767,GOLGA6L1
283767,GOLGA6L1
283767,GOLGA6L1
645202,GOLGA6L1
645202,GOLGA6L1
645202,GOLGA6L1
102723623,GOLGA6L1
102723623,GOLGA6L1
102723623,GOLGA6L1
26184,OR1F2P
2887,GRB10
342,APOC1P1
NA,DNM1P48
NA,
146760,RTN4RL1
NA,SNRPGP2
NA,
245802,MS4A6E
57520,HECW2
NA,
345557,PLCXD3
NA,MTND1P15
129563,DIS3L2
22846,VASH1
NA,
NA,OR8J2
NA,KRTAP21-4P
NA,
5565,PRKAB2
NA,TRIM26BP
8329,HIST1H2AI
NA,CYP4F36P
541472,
339674,LINC00634
29801,ZDHHC8
259249,MRGPRX1
NA,
3042,HBM
5569,PKIA
NA,USP8P1
NA,
7425,VGF
6525,SMTN
NA,HCG4B
100287569,LINC00173
NA,HLA-N
NA,
NA,HLA-K
NA,
8575,PRKRA
101927762,
64377,CHST8
345079,SOWAHB
100506384,
653121,ZBTB8A
NA,
NA,
7013,TERF1
9584,RBM39
6257,RXRB
NA,
105378828,
9994,CASP8AP2
NA,POLR2LP1
23630,KCNE5
3811,KIR3DL1
NA,
NA,ZNRF2P1
NA,
NA,
100130950,
NA,PTPN20CP
1670,DEFA5
659,BMPR2
NA,
92483,LDHAL6B
54209,TREM2
NA,ZBTB40-IT1
203259,FAM219A
NA,
NA,PPP4R1L
29937,NENF
100289462,DEFB4B
NA,
NA,LINC00943
NA,
NA,
54793,KCTD9
NA,
NA,
NA,
NA,
388325,SCIMP
NA,
NA,CYCSP46
NA,
NA,
5612,THAP12
NA,
NA,
NA,
NA,
NA,IGKV2D-10
3772,KCNJ15
NA,
NA,IGHV4OR15-8
158160,HSD17B7P2
100132386,KRTAP4-9
NA,
NA,
2298,FOXD4
6927,HNF1A
NA,AKR1B10P2
NA,
4634,MYL3
51181,DCXR
NA,
NA,IGHV1OR15-4
NA,
255167,LINC01018
NA,
NA,
6135,RPL11
NA,
NA,IGKV1D-43
4968,OGG1
NA,
NA,
NA,RPL5P2
222642,TSPO2
642131,
NA,INTS6-AS1
9443,MED7
80736,SLC44A4
NA,
NA,
NA,
NA,SAR1AP4
440700,
NA,
NA,
NA,
NA,
NA,GVINP2
104355146,LINC00396
1149,CIDEA
NA,BANF1P4
NA,
NA,
NA,
NA,
NA,OFCC1
NA,
NA,HMGN1P34
NA,CNOT7P1
NA,MICD
8945,BTRC
285989,ZNF789
NA,HSPE1P28
8646,CHRD
112869,SGF29
NA,
8153,RND2
339778,C2orf70
NA,
NA,
NA,
NA,
220134,SKA1
NA,
NA,
NA,
6614,SIGLEC1
138639,PTPDC1
NA,
23295,MGRN1
NA,GLUD1P9
NA,SNX33P1
101928775,
79711,IPO4
NA,
5909,RAP1GAP
NA,KRT223P
2182,ACSL4
28951,TRIB2
221223,CES5A
116835,HSPA12B
27159,CHIA
NA,ZNF806
NA,LINC00474
10223,GPA33
NA,HLA-K
NA,HLA-DQB3
25921,ZDHHC5
NA,SS18L2P2
388551,CEACAM16
NA,CFL1P2
NA,
NA,
NA,
337970,KRTAP19-3
126393,HSPB6
91603,ZNF830
898,CCNE1
NA,ZNF861P
23591,FAM215A
7290,HIRA
10914,PAPOLA
NA,
NA,
NA,
NA,
NA,OR52V1P
NA,
84215,ZNF541
101929528,
NA,
10941,UGT2A1
NA,
5370,PMCHL2
NA,
10816,SPINT3
8654,PDE5A
51501,HIKESHI
NA,
442184,OR2B3
1659,DHX8
100270680,CASC11
84532,ACSS1
NA,
27129,HSPB7
NA,
NA,FRG2JP
NA,
NA,
64121,RRAGC
NA,IGKV1D-8
120379,PIH1D2
3047,HBG1
NA,SNX19P3
NA,
58496,LY6G5B
401409,RAB19
NA,MT1P1
3886,KRT35
NA,RPF2P2
7851,MALL
114971,PTPMT1
NA,
NA,HTATSF1P1
1510,CTSE
151613,TTC14
NA,
23436,CELA3B
100507463,PSMB8-AS1
NA,LINC01385
NA,RARRES2P5
NA,
NA,FDX1P2
5863,RGL2
NA,
NA,HMGN1P33
11170,FAM107A
NA,
NA,LINC01386
NA,
NA,
NA,RPSAP54
NA,
NA,EEF1DP5
NA,UBL5P1
56253,CRTAM
NA,
NA,
647042,GOLGA6L10
NA,
NA,
NA,
NA,
NA,
NA,SLC25A3P2
NA,
NA,
2166,FAAH
NA,ZNRF3-IT1
7398,USP1
NA,TACC1P1
NA,
NA,PPIAP23
NA,CYP2C61P
101927003,PKIA-AS1
NA,
NA,
NA,BUD31P2
NA,
NA,
9831,ZNF623
NA,
NA,IGKV1OR2-118
400359,C15orf53
23322,RPGRIP1L
NA,
NA,
NA,
NA,TRAJ13
NA,
10352,WARS2
NA,USP9YP29
NA,TRAJ34
NA,
101928731,
NA,
4068,SH2D1A
NA,
NA,NDUFA5P9
NA,RPS20P5
NA,
NA,TMEM161BP1
54491,FAM105A
NA,
NA,
9001,HAP1
NA,
8313,AXIN2
NA,IGHVII-26-2
NA,BNIP3P8
NA,
NA,
7186,TRAF2
282973,JAKMIP3
NA,
NA,
NA,HNRNPFP1
637,BID
NA,
NA,KRT19P6
158931,TCEAL6
54221,SNTG2
400916,CHCHD10
NA,HMGN2P7
NA,
121536,AEBP2
140883,ZNF280B
NA,
NA,
100507475,IDH1-AS1
NA,TRAV8-1
NA,TRAV9-1
NA,
NA,
NA,
105372476,
4811,NID1
54998,AURKAIP1
NA,
NA,
126820,WDR63
85001,
101927547,ANKRD44-IT1
NA,VN1R53P
270,AMPD1
26472,PPP1R14B
NA,
100132285,KIR2DS2
65264,UBE2Z
NA,
387707,CC2D2B
387707,CC2D2B
100127889,CC2D2B
100127889,CC2D2B
NA,
NA,
NA,
NA,IGHV7-27
NA,
NA,
10082,GPC6
NA,
NA,SORD2P
337971,KRTAP19-4
101927009,
NA,IGHV4-28
NA,
NA,
NA,
NA,
1388,ATF6B
NA,OR7E104P
10910,SUGT1
NA,
NA,
91689,SMDT1
NA,
NA,RPL21P135
55668,GPATCH2L
6617,SNAPC1
NA,
1446,CSN1S1
26060,APPL1
NA,HLA-P
25898,RCHY1
NA,
26054,SENP6
3963,LGALS7
3963,LGALS7
653499,LGALS7
653499,LGALS7
101929694,
NA,
27290,SPINK4
NA,
NA,RAD23BP2
NA,
284217,LAMA1
164153,UBL4B
NA,
NA,KIRREL3-AS1
NA,C15orf54
170572,HTR3C
56650,CLDND1
NA,PCAT29
NA,ORAI1
NA,
NA,HMGB3P32
NA,
8986,RPS6KA4
NA,
NA,EIF2S2P3
220074,LRTOMT
442194,OR10C1
6789,STK4
NA,
NA,OR5AQ1P
100505718,LINC01592
NA,
NA,
NA,NDUFA9P1
NA,
NA,
NA,LRRC37A6P
NA,RPL23AP66
NA,
81872,KRTAP2-1
NA,
124404,12-Sep
NA,
NA,
NA,
NA,
54682,MANSC1
375704,ENHO
NA,
644538,SMIM10
NA,
64417,TMEM267
4066,LYL1
5319,PLA2G1B
388323,GLTPD2
NA,IGKV2D-23
7903,ST8SIA4
2966,GTF2H2
2966,GTF2H2
728340,GTF2H2
728340,GTF2H2
NA,LINC01597
3112,HLA-DOB
NA,
257144,GCSAM
3417,IDH1
390152,OR8H3
NA,
NA,
50805,IRX4
55720,TSR1
114990,VASN
NA,
NA,SUMO2P12
54821,ERCC6L
NA,
NA,TCEAL4P1
NA,
NA,
100506406,
NA,
NA,
NA,OR5BN1P
2288,FKBP4
NA,
NA,
NA,
NA,
102724386,LINC01393
NA,LINC01055
NA,
3029,HAGH
7046,TGFBR1
9087,TMSB4Y
390066,OR52D1
84074,QRICH2
NA,
NA,
8417,STX7
57194,ATP10A
NA,TRAJ47
NA,
22926,ATF6
NA,
NA,
NA,
10081,PDCD7
NA,
NA,
NA,RPL29P14
390067,OR52H1
NA,HMGN2P15
NA,
81797,OR12D3
NA,
NA,
NA,BTF3P2
NA,
8019,BRD3
NA,
138311,FAM69B
NA,RPS3AP5
NA,CDKN2AIPNLP3
NA,
NA,
493860,CCDC73
5435,POLR2F
NA,AZU1P1
26985,AP3M1
NA,
80124,VCPIP1
387775,SLC22A10
55640,FLVCR2
5629,PROX1
55066,PDPR
55048,VPS37C
286023,
125058,TBC1D16
2138,EYA1
NA,
NA,
57642,COL20A1
64780,MICAL1
56948,SDR39U1
374986,FAM73A
57463,AMIGO1
10057,ABCC5
NA,
9883,POM121
NA,TUBB8P9
10350,ABCA9
NA,
81168,OR8J3
7363,UGT2B4
60678,EEFSEC
55142,HAUS2
NA,
NA,OR8K4P
NA,
866,SERPINA6
NA,
100873964,LINC00280
157657,C8orf37
10039,PARP3
55251,PCMTD2
NA,
NA,
NA,
NA,
NA,CUL1P1
105369900,
NA,RPL23AP54
NA,LDHAP5
NA,
NA,RPL7P34
NA,
NA,
NA,HNRNPA3P9
55908,ANGPTL8
NA,
6432,SRSF7
NA,
NA,TRBJ1-3
NA,OR4C1P
NA,
NA,
24140,FTSJ1
NA,
3883,KRT33A
NA,MTND2P12
375341,C3orf62
177,AGER
6181,RPLP2
101929520,LINC00993
NA,
2628,GATM
NA,RPS2P7
NA,
9710,KIAA0355
NA,
NA,TAAR7P
NA,FABP5P11
NA,RPL23AP96
NA,RAB11AP2
NA,IGHV4-31
9745,ZNF536
NA,
284532,OR14A16
NA,
NA,
NA,RPL6P29
NA,RPS20P22
NA,
9651,PLCH2
57154,SMURF1
NA,TRBVB
NA,
NA,GOLGA8UP
NA,
NA,
NA,TRBJ2-1
NA,MRPL32P1
5799,PTPRN2
NA,PGBD4P1
105375448,
101929130,
NA,
83902,KRTAP17-1
NA,
NA,
84717,
NA,
NA,ALOX15P2
NA,
NA,
105375014,
NA,
NA,
2569,GABRR1
340706,VWA2
NA,
NA,TRBJ1-5
NA,RPS3AP3
NA,
79840,NHEJ1
NA,
8553,BHLHE40
NA,FAM153C
1616,DAXX
NA,
5010,CLDN11
5010,CLDN11
101928583,CLDN11
101928583,CLDN11
NA,
101060321,TBC1D3G
6169,RPL38
NA,
NA,
104355218,LINC01177
4101,MAGEA2
4101,MAGEA2
266740,MAGEA2
266740,MAGEA2
3757,KCNH2
84883,AIFM2
84691,FAM71F1
NA,
57706,DENND1A
643988,FNDC10
284325,C19orf54
NA,
3963,LGALS7B
3963,LGALS7B
653499,LGALS7B
653499,LGALS7B
NA,
54554,WDR5B
NA,
26048,ZNF500
79973,ZNF442
25983,NGDN
NA,
NA,
NA,
6207,RPS13
9742,IFT140
NA,
5616,PRKY
11270,NRM
1520,CTSS
NA,
23529,CLCF1
NA,
NA,
7579,ZSCAN20
NA,IGKV2OR22-4
25816,TNFAIP8
NA,RAB5CP1
NA,OR8J2
NA,OR4C10P
NA,
NA,
NA,IGKV2OR22-3
NA,FAM85B
NA,
NA,
NA,
NA,OR4C9P
NA,RPL26P30
1117,CHI3L2
5272,SERPINB9
NA,IGKV3OR22-2
NA,GMDS-AS1
NA,
NA,
283820,NOMO2
3017,HIST1H2BD
NA,
NA,
6015,RING1
NA,
3804,KIR2DL3
NA,
NA,
NA,
NA,RAB43P1
105369739,
NA,
NA,
NA,
56984,PSMG2
NA,
8343,HIST1H2BF
NA,NCOR1P3
NA,RPSAP32
NA,
NA,LARP1P1
NA,
53916,RAB4B
100506963,TCEB3-AS1
NA,
NA,
9069,CLDN12
128025,WDR64
112755,STX1B
219541,MED19
NA,
NA,
2318,FLNC
9538,EI24
55129,ANO10
NA,
4277,MICB
NA,
5883,RAD9A
NA,
56889,TM9SF3
25980,AAR2
NA,OR2B4P
25890,ABI3BP
NA,
152573,SHISA3
NA,
NA,
NA,CLUHP1
353219,KAAG1
3491,CYR61
284930,
NA,
120065,OR5P2
NA,
NA,
NA,
NA,
406923,MIR1-1HG
NA,
26292,MYCBP
NA,
84071,ARMC2
440757,LINC00851
NA,
1282,COL4A1
NA,
6722,SRF
NA,
NA,
2247,FGF2
NA,RPS4XP8
NA,RPS7P12
9805,SCRN1
55156,ARMC1
NA,KIR3DX1
348487,FAM131C
NA,EEF1A1P31
149465,CFAP57
23499,MACF1
23499,MACF1
643314,MACF1
643314,MACF1
NA,
NA,
259296,TAS2R50
NA,RPS23P4
NA,LINC01052
NA,RTN3P1
NA,
23284,ADGRL3
NA,
NA,
NA,LINC00391
NA,ACTG1P21
39,ACAT2
NA,
22863,ATG14
NA,
54432,YIPF1
147138,TMC8
NA,ICE2P2
57461,ISY1
NA,
NA,
NA,
NA,
NA,
NA,
NA,
NA,
NA,
NA,MRPS33P3
NA,
NA,
NA,
NA,
105378272,
114824,PNMA5
NA,
54956,PARP16
NA,RPL23AP23
NA,
NA,
100130548,
NA,TTC39CP1
NA,
27301,APEX2
27156,RSPH14
2157,F8
101927410,
NA,RPS16P8
100996597,LINC00690
NA,
NA,
440925,LINC01124
9134,CCNE2
201299,RDM1
101928107,
79156,PLEKHF1
NA,CYP2A7P1
1141,CHRNB2
NA,
NA,
3709,ITPR2
NA,DSTNP5
NA,
NA,
NA,PPATP1
3608,ILF2
NA,
29889,GNL2
NA,MSH5-SAPCD1
NA,
NA,FAM86FP
NA,
55143,CDCA8
285668,C5orf64
1491,CTH
197131,UBR1
2562,GABRB3
NA,
NA,
NA,
5524,PTPA
8226,PUDP
221061,FAM171A1
80755,AARSD1
NA,MTCO2P23
NA,
NA,
NA,
57176,VARS2
NA,
104326189,LMO7DN-IT1
NA,
NA,
102724392,
NA,LSM1P2
NA,FTH1P10
NA,PSMA2P2
2049,EPHB3
NA,BLOC1S2P1
NA,
NA,
NA,MICD
NA,ST13P2
64599,GIGYF1
NA,
1234,CCR5
NA,EEF1DP2
29948,OSGIN1
NA,SLC9B1P3
7103,TSPAN8
153769,SH3RF2
527,ATP6V0C
259286,TAS2R40
89837,ULK4P3
NA,
NA,RPS24P12
NA,
NA,OR4R1P
4957,ODF2
644093,
344901,OSTN
116150,NUS1
55632,G2E3
349565,NMNAT3
160428,ALDH1L2
23532,PRAME
53340,SPA17
NA,HIF1A-AS2
NA,
84922,FIZ1
8548,BLZF1
101926933,
10635,RAD51AP1
4320,MMP11
168374,ZNF92
NA,TCEB1P26
NA,
NA,
NA,
102723655,TP53TG3E
6714,SRC
NA,CNN2P10
7481,WNT11
54677,CROT
NA,
84078,KBTBD7
57234,LINC00869
101928104,LINC01482
NA,
NA,RPS7P6
106480738,OSTN-AS1
222553,SLC35F1
NA,
NA,
NA,
NA,TPM3P3
55366,LGR4
NA,
NA,
78992,YIPF2
NA,
NA,
NA,
100037417,DDTL
9831,ZNF623
NA,
23569,PADI4
NA,ZDHHC20P1
10938,EHD1
NA,
NA,
NA,
NA,TUBBP10
NA,
NA,
9674,KIAA0040
NA,
NA,OR52Y1P
NA,
NA,
NA,LINC00841
NA,
NA,DDX55P1
5082,PDCL
NA,OR2P1P
NA,HCG4
100130539,C10orf142
100652740,PYCARD-AS1
2953,GSTT2
NA,PGAM1P4
7471,WNT1
NA,RASA4CP
NA,
NA,
646851,FAM227A
NA,LINC01339
NA,
NA,
NA,HIST1H1PS1
NA,
144097,C11orf84
348932,SLC6A18
NA,
101929123,
973,CD79A
NA,TRIM60P5Y
NA,
NA,MIPEPP1
NA,IGLV2-34
NA,
81929,SEH1L
NA,SALL4P6
5696,PSMB8
8351,HIST1H3D
7941,PLA2G7
NA,FTH1P23
153562,MARVELD2
NA,
NA,
NA,CDY9P
8326,FZD9
NA,
NA,PMS2P1
4992,OR1F1
132228,LSMEM2
56660,KCNK12
NA,ZNF652P1
137886,UBXN2B
NA,
NA,HCG4B
84129,ACAD11
51406,NOL7
84923,FAM104A
83740,H2AFB3
85403,EAF1
27285,TEKT2
89780,WNT3A
NA,
102723099,GHET1
91300,R3HDM4
NA,
NA,
403253,OR4A47
NA,
22871,NLGN1
643246,MAP1LC3B2
641384,TMEM75
NA,
NA,
NA,C20orf166-AS1
NA,
NA,
NA,OR4A42P
NA,
58157,NGB
NA,MRPS35P3
101752399,STAG3L5P-PVRIG2P-PILRB
728343,NXF2B
NA,
NA,TPRX1P1
NA,
NA,
79441,HAUS3
NA,
NA,
NA,
NA,
NA,
10261,IGSF6
NA,GAPDHP50
NA,TAS2R15P
NA,
79637,ARMC7
3758,KCNJ1
NA,TMEM261P1
108,ADCY2
2564,GABRE
2564,GABRE
2564,GABRE
407009,GABRE
407009,GABRE
407009,GABRE
574412,GABRE
574412,GABRE
574412,GABRE
NA,RPL5P1
55007,FAM118A
NA,
NA,COX7BP2
NA,
29893,PSMC3IP
100302290,MTRNR2L13
NA,NFYAP1
NA,
NA,ARL2BPP3
NA,PSMD5-AS1
NA,
NA,TMSB4XP8
NA,
3803,KIR2DL2
NA,
NA,
NA,DCAF13P3
NA,
NA,AKIRIN2P1
NA,PGAM3P
NA,NDE1P2
NA,RPL34P22
NA,HCG4P3
NA,
NA,FAM21FP
23057,NMNAT2
NA,
10083,USH1C
NA,
10797,MTHFD2
3855,KRT7
NA,OR2B8P
NA,HOTAIRM1
105375115,
NA,
NA,
81448,OR6K2
NA,KRT8P25
NA,
NA,
10198,MPHOSPH9
NA,RPL17P49
NA,
NA,RPS17P14
NA,
NA,
101929210,
3028,HSD17B10
646498,C3orf84
NA,
4833,NME4
8360,HIST1H4D
NA,HSP90AA4P
NA,
56271,BEX4
NA,
NA,
NA,
128,ADH5
4779,NFE2L1
83479,DDX59
150248,C22orf15
NA,CYP4F9P
NA,
7368,UGT8
401585,
79897,RPP21
NA,DLEC1P1
NA,
7718,ZNF165
246213,SLC17A8
84083,ZRANB3
NA,TSPY11P
22847,ZNF507
90736,FAM104B
116151,FAM210B
84991,RBM17
NA,RPL37P1
NA,
NA,
NA,KRT16P5
100506660,DDX11-AS1
NA,SNRPEP4
NA,RPS3AP29
NA,
NA,
NA,
NA,
NA,
23148,NACAD
389816,LRRC26
NA,
NA,
NA,
NA,ZDHHC20P3
100874372,ARHGAP26-IT1
NA,UNC93B2
NA,
NA,
349152,DPY19L2P2
NA,
NA,
26470,SEZ6L2
134359,POC5
100874239,ARHGAP26-AS1
9733,SART3
NA,
NA,PIGHP1
NA,TRAV10
387810,
NA,CUL4AP1
NA,TRAV8-2
64106,NPFFR1
NA,
55568,GALNT10
3050,HBZ
101059915,
3135,HLA-G
254187,TSGA10IP
NA,
133022,TRAM1L1
56946,EMSY
NA,
284541,CYP4A22
NA,
105370792,
57326,PBXIP1
NA,
NA,
NA,
56952,PRTFDC1
7326,UBE2G1
NA,
NA,
NA,
56902,PNO1
55646,LYAR
NA,PCNAP3
7450,VWF
NA,
NA,
NA,E2F3P1
NA,
NA,DUX4L8
337972,KRTAP19-5
NA,EHD4-AS1
NA,
NA,
NA,
114905,C1QTNF7
NA,
NA,
2308,FOXO1
NA,
441178,
NA,
NA,
NA,PTP4A1P3
2958,GTF2A2
NA,
388633,LDLRAD1
340385,ZNF517
NA,DUX4L3
1240,CMKLR1
116211,TM4SF19
55690,PACS1
54664,TMEM106B
653635,
653635,
100288778,
